	RVIS	missense-Z	pLi	Phi	LofTool	s_het	Blomen KBM7	Wang KBM7	Wang K562	Wang Jiyoye	Wang Raji	Hart HCT116	Hart HeLa	Hart GBM	Hart RPE1	Hart DLD1	Dickinson_EG
ENSG00000176256	21.90229504	-1.741793376	9.96E-06	3.19E-07	0.604	0.004909699	-1	-0.155	-0.131	0.067	-0.367	-60.157	-35.121	-19.53	-34.279	-12.718	
ENSG00000134882	47.17788085	0.959113856	0.111492354	0.777210338487368	0.628	0.014544438	-0.515940143	0.623	0.878	0.445	0.695	-97.832	-51.244	-35.936	-46.971	-22.309	
ENSG00000108352	53.4967773	1.996016532	0.874145904	0.163897153543963	0.514	0.055033454		0.238	0.355	0.097	0.192	-32.487	-35.082	-28.602	-2.254	-13.405	0
ENSG00000115020	99.307270646	1.577200767	0.979802749	0.986821140534446	0.65	0.040346947	-0.442982456	-0.557	0.5	-0.087	-0.148	-46.527	-42.917	-12.303	-41.08	-6.461	1
ENSG00000188283	65.97795314	0.029974214	6.28E-08	1.25E-06	0.375	0.005454078	-0.515151515	-0.089	0.007	-0.095	-0.158	-22.034	-12.743				
ENSG00000107816	19.17354376	0.772877846	0.875482096	0.008270386427653	0.431	0.069475307	-0.489250276	0.044	-0.147	0.086	0.042	-48.63	7.693	-26.117	-2.324	-17.536	0
ENSG00000203784	34.35335221	-0.52963444	4.74E-04	3.35E-05	0.49	0.004221704		0.167	0.457	0.068	0.434	-20.544	-2.761	-14.378	-37.682	-11.819	
ENSG00000221843	19.95060539	-1.255255126	3.92E-17	1.11E-23	0.134	0.008613665		-0.193	-0.109	-0.117	-0.023	-77.6	-53.379	-12.734	-38.499	-13.418	
ENSG00000042088	52.63538341	-0.471184235	1.11E-11	4.12E-15	0.006	0.006330023	-0.542763158	-0.272	-0.355	0.058	-0.043	-85.356	-65.853	-25.128	-44.729	-18.377	
ENSG00000183513	28.25131016	0.10953129	0.239646156	0.004420639780183		0.03166761	-0.28875969	2.271	3.386	2.538	1.144	36.973	12.258	26.341	4.11	14.036	1
ENSG00000147896	13.2160713199999	-1.802002972	9.61E-09	1.20E-08	0.138	7.57E-04		-0.14	-0.636	-0.272	-0.162		-9.82				
ENSG00000143105	11.5173784699999	-1.57542352	0.003059489	4.66E-06	0.832	0.007820573		0.169	0.999	0.08	0.27	-51.792	-32.57	-34.575	-59.584	-18.777	0
ENSG00000141696	68.15252093	1.724239186	4.38E-08	4.27E-05		0.010481444		0.237	0.543	-0.165	0.145	-79.757	9.877	-16.186	-4.675	-7.516	
ENSG00000146039	32.9076561699999	-0.765122474	6.33E-06	1.95E-08	0.092		-0.625	-0.176	0.019	-0.171	-0.392	-151.876	-74.944	-39.234	-33.578	-18.738	
ENSG00000072609	80.6457442299999	1.384778045	0.636712517	0.071143461170078	0.355	0.029755218	-0.661971831	0.009	0.562	0.147	-0.113	-67.662	-69.061	-7.493	-42.431	-6.47	0
ENSG00000179520	89.28980182	-0.157885707	0.04492625	1.69E-09	0.145	0.011701522	-0.497946612	-0.029	-0.002	-0.074	0.188	-75.066	-43.804	-21.249	-26.419	-13.477	0
ENSG00000148156	88.45250286	1.585252194	6.60E-05	1.36E-05	0.831	0.002150419	0	0.278	0.664	0.265	0.318	-71.939	-54.318	-18.254	-39.232	-11.152	
ENSG00000198837	97.95795434	3.128081115	0.999987069	0.999998863159147		0.13534648	-0.606802721	0.054	0.581	-0.018	0.29	-65.075	-27.136	-15.588	1.26	-8.765	
ENSG00000177842	51.37039937	-0.374831554	6.83E-06	1.08E-09	0.238	0.006871077	-0.488020177	-0.142	0.035	-0.097	0.065	-27.936	-34.408	-24.965	-24.827	-12.298	
ENSG00000075711	60.05059936	0.84741961	0.998742049	0.992918305096558	0.379	0.063248064	-0.466131907	0.289	-0.145	-0.01	-0.381	-100.882	-81.29	-29.917	-21.493	-17.646	1
ENSG00000132703	57.42425155	-0.7183843	0.038637544	1.29E-05	0.086	0.010987709		0	-0.68	-0.038	-0.264	-75.877	-44.692	-12.262	-14.778	-7.281	0
ENSG00000172765	91.012589603	3.552003176	0.209385317	0.991891804684556	0.546999999999999	0.039854939	-0.520017	0.094	-0.084	-0.08	-0.046	-17.936	-22.624	-29.08	-26.208	-12.545	
ENSG00000277641	83.51906512	4.226973136	0.946108101	0.991480160507037	0.9272	0.300731316		0.409	0.573	-0.212	0.408	-46.023	-39.377	-19.972	-32.932	-14.105	1
ENSG00000185518	59.11089693	0.949292205	0.534784655	0.977263558405474	0.532	0.057007023	-0.523602821	0.226	0.229	0.438	-0.006	-104.807	-55.691	-32.74	-41.111	-15.046	0
ENSG00000198707	14.98704897	-1.977926417	1.04E-34	1.29E-42	0.307			0.11	0.001	0.066	-0.176	-66.589	-52.027	-27.086	-18.138	-15.021	0
ENSG00000105926	73.26064695	2.014676376	0.930676771	0.951177080041479		0.05082876	-0.490974729	0.41	0.403	-0.236	0.013	-54.445	-17.036	1.474	-23.45	3.007	
ENSG00000175262	5.98759110999999	-0.903902932	1.33E-05	7.06E-10	0.178			-0.055	0.304	0.018	0.211	-122.433	-69.224	-29.019	-56.615	-18.951	0
ENSG00000135447	49.96686947	0.685304141	0.008576141	0.288197649232035	0.264	0.012630419	-0.618320611	0.622	0.725	0.307	0.565	-54.088	-17.286	-15.667	-24.067	-20.716	0
ENSG00000111875	58.0446961	1.599945172	0.138785137	0.005927825850366	0.504	0.030207684	-0.584137192	-0.069	0.718	-0.305	-0.147	-76.635	-41.186	-9.612	-32.94	-18.848	1
ENSG00000106004	78.47117644	2.631013634	0.796212994	0.940654059339642		0.233697441	-1	0.133	0.308	-0.075	0.445	-126.41	-10.272	-21.363	-51.06	5.059	1
ENSG00000161677	45.63580507	0.542167814	0.428022034	0.389150866676157		0.015601317		-0.008	0.064	0.111	-0.099	-63.382	13.545	-31.881	-10.68	-11.953	
ENSG00000117090	58.30371664	0.23961766	0.135406432	0.147229615158748	0.522	0.020319572	-0.475138122	0.829	1.007	0.956	1.351	-82.858	-55.491	-33.727	-43.278	-18.895	0
ENSG00000188981	55.16535148	0.778812539	0.322172214	0.610438308385385		0.055860872	-0.444444444	-0.215	-0.217	0.091	-0.328	-90.265	-59.45	-23.396	-30.179	-17.494	0
ENSG00000136026	81.56737546	1.18487864	0.891862494	0.021547623598186	0.718	0.201864317	-0.537990196	-0.133	0.363	-0.344	0.183	-82.116	-71.568	-26.674	-45.047	-21.963	1
ENSG00000112118	75.1039093999999	0.268072717	6.37E-07	0.001064802726556		0.004447935	-0.076547231	2.374	3.494	2.709	1.506	286.508	108.709	104.453	68.179	36.222	1
ENSG00000145839	14.35455695	0.373072309	5.41E-04	2.50E-04	0.268	3.80E-04	-0.111111111	0.153	0.786	0.098	0.445	-40.529	-17.812	-6.725	-8.83	-4.373	0
ENSG00000214324	17.86036986	-0.81784321	2.52E-07			0.002163107	-1					-55.874	-23.68	-10.509	-37.009	-12.271	
ENSG00000189377	57.24956328	-0.104733224	0.028588373	0.063501825852688	0.464999999999999	0.017719481	-0.482	0.149	0.148	0.028	0.082	-1.012	-11.638	-0.508	9.434	-7.997	0
ENSG00000115935	72.17035118	1.119576344	0.944313925	0.957908653301548	0.855	0.231446535	-0.554913295	0.736	1.294	0.989	1.182	-86.547	-42.335	-14.052	-21.163	-7.421	0
ENSG00000137959	7.00560206999999	-2.234117356	2.22E-10	7.18E-07	0.078		-0.485714286	0.041	-0.282	-0.111	0.013	-20.451	-4.641	-4.649	-3.874	-4.123	
ENSG00000114395	26.80561412	0.517394721	0.014710475	3.10E-06	0.57	0.005034749	-0.517509728	0.183	-0.158	-0.112	-0.235	-119.744	-51.128	-12.905	-0.506	-3.583	
ENSG00000121988	7.43328714999999	-1.608488924	7.43E-15	5.44E-18			-0.502153316	0.125	-0.172	-0.169	-0.084	-94.687	-82.05	-23.39	-33.842	-18.471	
ENSG00000103888	96.265285224	2.179185487	1.75E-09	4.79E-08	0.36	0.015675933	-0.57300885	0.642	0.213	0.047	-0.088	-65.672	-32.416	-17.742	-4.505	-13.692	
ENSG00000197892	97.861574604	0.857749662	1.99E-04	0.009614535334206	0.835	0.02398198	-0.497980614	1.004	0.743	0.508	0.295	-58.942	-48.927	-37.187	-45.952	-21.75	0
ENSG00000281185	7.19233780999999	-0.318236869	3.14E-05	0.001156220832464	0.272	0.006690893		-0.126	-0.41	-0.674	-0.51	-101.191	-43.003	-25.605	-22.768	-10.398	
ENSG00000213977	55.05090055	0.858876298	0.002348033	0.008038970005443	0.315999999999999	0.00887648	-0.497545008	-0.248	-0.159	-0.111	0.223	-133.553	-89.496	-31.054	-26.697	-13.816	
ENSG00000165188	9.21631227	0.827046333	0.037593501	2.42E-09	0.450999999999999	0.017800614	-0.5	0.536	0.309	0.554	0.18	-33.589	-15.107	-15.237	-31.178	-9.794	0
ENSG00000143185	30.5162339599999	0.028981921	0.087432539	0.049375738429932	0.307	0.006080019	0	-0.014	-0.233	0.24	-0.153						
ENSG00000166337	68.68260948	1.520907073	0.776130899	0.781389172196798		0.220689436	-0.360248447	0.966	1.182	2.141	1.243	90.254	76.009	-10.144	43.395	10.655	1
ENSG00000113763	90.042768508	3.262928742	0.996259997	0.999827059087865	0.9275	0.076731437	-0.575892857	0.035	0.228	-0.41	-0.116	-140.807	-33.961	-27.223	-42.125	-21.915	0
ENSG00000100003	58.64706945	0.855737997	4.31E-05	3.00E-04	0.447999999999999	0.011189202	-0.503831418	0.144	0.441	0.157	0.172	-34.207	-30.747	-26.106	-23.168	-20.008	0
ENSG00000111218	81.04933438	3.72390531	0.958752744	0.791986528800641	0.722	0.109144425	-0.504191617	0.188	-0.052	-0.042	0.496	-124.467	-78.932	-27.168	-60.307	-16.297	0
ENSG00000164270	71.40533703	0.336215394	0.648787513	0.518681308536088	0.274	0.054692837	-0.557823129	-0.12	-0.42	-0.14	0.02	-141.122	-83.106	-24.57	-32.792	-17.515	1
ENSG00000006047	40.25661105	1.44628076	0.968725623	0.918568472920623	0.685	0.098410133	-0.5625	0.63	1.224	-0.056	-0.017	-34.845	-14.816	-5.161	5.245	-3.957	0
ENSG00000114784	46.37070056	2.127652344	0.394740519	0.587210956469951	0.626	0.050084699	-0.49689441	0.068	0.075	0.057	-0.017	-9.827	21.747	-3.147	-15.914	-5.11	
ENSG00000124614	61.77338715	2.41419873	0.946462998	0.875131888063277		0.302555498	-0.118570183	2.207	3.371	3.522	2.435	-4.031	9.093	2.677	9.981	3.567	
ENSG00000124875	56.63514246	0.233129075	1.96E-04	0.005252552505165	0.278	0.004722344		-0.214	-0.574	-0.214	-0.395	-19.332	-32.608	-10.223	-17.747	-0.764	0
ENSG00000132170	84.27805554	2.283881099	0.668218174	0.607934775577004	0.9365	0.055754667	-0.453649871	0.07	0.159	-0.132	-0.14	-72.385	-55.41	-32.913	-51.103	-14.29	1
ENSG00000108018	80.48912716	2.168569875	0.969565842		0.356	0.031444137	-0.546201232	0.126	0.518	0.28	0.505	-36.955	-41.711	-18.293	-41.431	-17.153	
ENSG00000165730	28.19709656	-1.07555565	2.34E-07	2.42E-20	0.355	0.002335638	-0.519367992	0.039	0.57	-0.242	-0.134	-98.443	-47.511	-10.214	-31.584	-18.512	
ENSG00000180245	38.76272514	-1.45571162	5.11E-06	5.35E-09	0.269	0.001147258	-0.459459459	-0.136	-0.16	-0.032	-0.308	-47.643	-44.085	-9.82	-17.799	-8.287	
ENSG00000152223	14.86055057	-0.274582186	6.94E-07	7.70E-05		0.023053603	-0.465231788	0.863	0.221	-0.175	0.136	-86.451	-25.453	-33.786	-42.59	38.321	
ENSG00000147485	2.34323234	-0.716973389	1.94E-27	4.32E-34			-0.505896706	0.124	-0.545	-0.034	-0.194	-144.769	-66.087	-32.828	-39.078	-17.137	
ENSG00000196632	72.18934911	1.573822131	0.999998367			0.177072206	-0.439966059	-0.138	-0.094	-0.332	-0.236	-120.459	-84.485	-27.892	-46.506	-6.511	0
ENSG00000174370	26.3538341099999	0.090763744	0.013711288	3.36E-04	0.57	0.012592177		-0.4	-0.429	0.043	-0.066	-91.908	-38.892	-32.303	-34.897	-20.361	
ENSG00000124466	24.70333112	0.360417455	9.93E-09	6.82E-06	0.203999999999999	0.002031942	-0.454545455	-0.181	-0.199	-0.312	-0.08	-106.12	-47.262	-24.046	-43.67	-3.891	1
ENSG00000138794	39.76868863	0.059837493	8.55E-04	8.57E-08	0.113999999999999	0.005485438	-0.500404204	-0.05	-0.251	-0.005	-0.098	-85.488	-10.197	-26.461	-42.782	-14.631	0
ENSG00000275718	11.3246189999999	-0.380047336	0.076707705	0.175967387760087		0.194096497		-0.134	-0.278	0.25	-0.155	-42.087	-28.594	-6.269	-4.389	-3.512	
ENSG00000136560	10.95114752	0.710150205	0.943798418	0.982575354722695	0.671999999999999	0.10277856	-0.502109705	-0.253	-0.144	-0.141	-0.239	-46.367	-12.719	-6.211	-27.422	-11.782	0
ENSG00000151650	8.28263357999999	-0.549651858	3.99E-09	2.08E-10		7.09E-04	-0.552631579	0.242	-0.04	0.038	0.352	-26.559	-19.613	-6.349	-10.935	-9.891	
ENSG00000185009	84.75995422	1.074273559	0.76861788	0.005656681826372	0.409	0.024154661	-0.487852284	0.064	0.867	0.08	-0.201	-51.322	-40.902	-19.294	1.405	-13.599	
ENSG00000143184	21.08306729	-0.40160193	0.088160228	0.642347563454429	0.389	0.022664986	-0.25	-0.023	0.096	0.091	-0.063						0
ENSG00000162129	8.68622372	1.73668737	9.13E-06	2.81E-08	0.195999999999999	0.00535934	-0.336231884	1.13	0.084	0.575	0.552	-79.586	-58.322	-28.866	-52.457	-10.289	
ENSG00000123505	72.9715077399999	2.274558585	0.903413518	0.863798306988829		0.32638666	-0.344913151	1.398	0.406	0.495	0.597	65.627	12.558	3.014	-1.956	-1.062	1
ENSG00000274618	73.8268779	0.164984928	0.181985151	1.73E-10	0.402	0.016971375		-0.081	0.399	-0.003	-0.373	-42.951	-6.893	-11.931	-14.729	-7.346	
ENSG00000133275	73.07993494	3.908635471	0.923449277	0.950487715932982	0.703	0.202201538	-0.571856287	-0.121	0.518	0.135	0.189	-62.164	-64.001	-19.656	-20.486	-18.527	
ENSG00000167550	60.24335883	0.956867155	3.29E-06	2.40E-05	0.256	0.00703334	-0.524115756	0.464	0.344	0.168	-0.11	-98.121	-14.691	-21.087	-32.348	-4.7	0
ENSG00000117899	46.56346003	-0.061523958	0.846200196	0.00948462308317	0.753	0.236477593	-0.513909224	0.259	-0.242	-0.386	-0.21	-45.343	38.104	-18.55	57.096	-0.992	0
ENSG00000146166	24.25757484	-2.332899804	2.59E-07	9.88E-10	0.679	0.004336903	-0.506882839	0.098	0.09	-0.034	-0.041	-74.443	-27.009	-35.824	-26.825	-14.5	
ENSG00000180198	85.82615505	1.52775703	0.193943931	0.848064286970809	0.879	0.04170954	-0.24037999	3.004	4.243	2.566	1.837	204.215	169.208	89.74	79.555	55.833	
ENSG00000170855	37.4977411	0.958539977	0.590216384	0.129101147415183		0.160177633	-0.068897638	1.694	2.094	2.148	0.477	49.555	87.962	16.017	48.432	30.411	
ENSG00000066279	28.5103306999999	-2.711370303	6.16E-26		0.016		-0.430915371	0.546	0.508	0.644	0.251	-97.8	-51.474	-11.599	-49.968	-19.35	0
ENSG00000108021	14.0955364099999	-2.664386718	0.965063265	0.770966356375995		0.057785206	-0.52001634	0.055	0.036	0.327	0.298	-101.148	-66.977	-33.687	-37.001	-23.758	
ENSG00000275679	33.8112161899999	2.58986818	0.595625943	0.007330769071976	0.053	0.023242076		-0.142	-0.482	-0.288	-0.165						
ENSG00000138439	73.20643335	1.442445774	0.067387015	0.841635054450512		0.009258716	-0.541314554	-0.085	0.113	-0.283	-0.194	-77.576	-72.762	-2.826	-43.039	-20.787	0
ENSG00000108405	58.12300464	1.060695877	6.47E-08	1.15E-07	0.128	0.007135315	-0.448979592	-0.066	0.086	-0.285	-0.097	-71.844	-57.873	-11.955	-41.849	-21.353	0
ENSG00000138386	91.163182941	0.624056126	0.848508408	0.517182055929143	0.894	0.125202759	-0.522749274	0.011	-0.045	-0.074	0.16	-101.354	-36.877	-14.362	-22.575	-11.769	0
ENSG00000153064	11.83663635	-2.210849863	1.76E-10	5.84E-18	0.002	0.009087135	-0.508675079	-0.173	-0.208	-0.017	-0.145	-94.98	-68.756	-23.445	-10.605	-17.054	0
ENSG00000151414	70.32708873	1.769730691	0.707657761	0.031290660959856	0.467999999999999	0.052204578	-0.501623126	-0.237	-0.087	-0.131	-0.165	-41.919	-15.033	-10.454	-23.033	-8.685	1
ENSG00000020633	73.05584001	4.319436208	0.673967692	0.994835871463639	0.9488	0.049920041	-0.534777651	0.577	0.758	-0.155	-0.267	-19.605	-1.475	-33.416	-53.976	1.572	1
ENSG00000124380	51.98482019	2.967128905	0.024069445	0.001083290051296	0.261	0.010773173	-0.357142857	0.982	1.692	1.37	1.415	74.374	8.564				1
ENSG00000258588	53.66544184	-1.669828435	2.31E-11	9.29E-11		0.008537284		-0.085	0.042	-0.037	0.209						
ENSG00000168079	53.79796398	0.696541002	0.066991777	3.38E-04	0.838	0.010902673	-0.510560147	-0.135	0.006	-0.395	-0.503	-95.71	-58.517	-32.327	-25.523	-10.312	0
ENSG00000062194	56.96042407	1.082338611	0.975851112	0.988991204009575	0.52	0.097054423	-0.322179732	0.075	-0.081	0.795	0.372	-34.456	-58.207	-5.824	-0.405	-17.174	
ENSG00000164385	4.47563399999999	-0.344518459	0.003448527	0.007879295177503	0.494	0.005605897	-0.553030303	-0.003	0.43	0.169	0.01	-36.253	-17.789	-23.89	-15.123	-13.215	
ENSG00000140009	47.09354858	-0.071087162	5.15E-08		0.9589	0.003480077	-0.502367424	0.339	0.483	0.082	0.264	-63.16	-55.286	-34.431	-56.337	-17.907	0
ENSG00000138363	55.49665683	-1.269230697	2.49E-13	1.17E-14	0.385	0.007120005	-0.417400881	3.243	4.242	0.647	1.07	138.656	37.842	-29.226	-37.08	26.967	
ENSG00000162849	5.43943136	1.958817002	0.999987956	0.999999976031197	0.9276	0.269271981	-0.506877579	-0.148	-0.263	-0.37	-0.211	-83.483	-34.631	-9.565	-47.951	-21.844	1
ENSG00000135413	55.16535148	-1.42119759	8.88E-05	8.58E-06	0.409	0.001596258	0	-0.172	-0.188	-0.131	-0.448	-32.117	12.67	3.935	2.267	-1.69	
ENSG00000197020	30.82344437	-1.082424592	7.10E-13	1.31E-35	0.293		-0.517110266	0.091	0.164	0.616	0.326	-8.094	-3.884	4.209	-9.149	-2.661	
ENSG00000131096	47.27426059	1.090490681	0.054416635	0.031549846242218	0.774	0.038794815	-0.479828851	-0.096	-0.284	-0.243	-0.053	-74.61	-34.385	-11.225	-13.641	-6.936	0
ENSG00000174527	17.33028131	-0.982495293	2.92E-17	2.22E-19	0.632	0.004760999		0.594	1.169	-0.007	0.287	-100.024	-45.158	-7.184	-38.487	-17.818	
ENSG00000139780	15.02319137	-0.723253765	3.55E-06	1.75E-12		0.003552836	-0.568965517	-0.022	-0.193	-0.075	-0.153	-118.646	-46.867	-25.311	-32.835	-13.639	
ENSG00000101336	19.58918137			1.25E-04	0.824		-0.516328829	0.092	-0.252	-0.135	-0.233	-63.015	2.13	-30.03	-25.068	-14.601	0
ENSG00000152104	91.970363231	1.534475228	0.991959026	0.999966101645112	0.834	0.053461596	-0.481948229	0.067	0.382	-0.317	0.012	-123.033	-67.288	-28.903	-53.853	-20.641	1
ENSG00000233573	7.18631408	0.428569408	0.016388134	2.06E-05	0.438999999999999	0.021554453		0.132	0.276	0.144	0.496	-153.537	-85.317	-26.246	-52.127	-8.223	
ENSG00000282854	53.16547196	0.873879407	2.36E-10	3.36E-09	0.056	0.01171673		-0.245	0.536	-0.425	0.158	-65.561	0.557	-23.245	-44.732	-17.282	
ENSG00000229408	1.56014697999999	-0.938510474	0.044904061	3.21E-04	0.202999999999999	0.292746595						-22.049	-28.386	-8.102	1.126	-7.475	
ENSG00000149084	45.26835733	0.5367614	0.005554478	8.00E-04	0.491	0.013400469	-0.337913108	1.775	3.492	0.366	1.054	-30.162	38.721	56.666	-17.359	-15.537	1
ENSG00000136425	48.59948196	0.21220453	4.68E-04	1.81E-04	0.377	0.007164013	-0.548565121	1.309	0.967	0.407	0.717	-85.025	-47.347	-24.649	-27.311	-15.928	0
ENSG00000100652	27.7513402799999	-4.193109712	8.44E-16	1.02E-24	0.01	0.001033795	-0.43902439	-0.017	-0.529	-0.297	-0.271	-65.14	-56.747	-24.436	-40.413	-7.457	
ENSG00000137309	44.08770556	2.030234091	0.724299774	0.632846255792885	0.532999999999999	0.163214358	-0.485515021	0.607	0.99	0.381	0.504	23.33					1
ENSG00000276482	97.247153786	1.645722292	8.45E-11	2.86E-13	0.9086	0.009579503		-0.186	0.225	-0.529	-0.488	-154.748	-5.915	-23.445	-50.703	13.281	0
ENSG00000107404	79.5072586	-1.00885471	0.157164972	0.030651552829089	0.57	0.03182546	-0.611675127	-0.035	0.163	0.219	0.349	-110.268	-49.604	8.774	-0.397	-12.162	0
ENSG00000282107	7.13210048	-0.782755568	3.85E-10			0.002220832		-0.022	-0.163	0.231	-0.445	-137.914	-52.916	-24.1	-49.564	-11.177	0
ENSG00000132671	50.37648334	1.782467196	8.69E-05	1.04E-08	0.357	0.003409139		-0.257	-0.123	-0.522	-0.396	-38.834	-55.428	-25.634	-33.408	-14.909	0
ENSG00000115053	87.80193964	0.066960795	0.999106738	0.998738480076956	0.726	0.222401556	-0.041125541	1.537	1.454	0.943	0.641	305.961	154.499	72.126	148.035	35.738	
ENSG00000185294	0.554183480000006	-0.51117936	2.30E-05	5.29E-09		0.004978204		0.243	0.883	0.463	0.018	-50.472	-25.613	-27.575	-11.594	-15.023	
ENSG00000106526	9.33076321	1.518533995	0.001231511			0.00290081	-0.522727273	0.153	0.203	-0.017	0.043						
ENSG00000188817	42.78657912	-0.960640449	0.002737944	2.77E-04	0.286	0.004768539	-0.666666667	-0.185	-0.39	-0.179	-0.217	-7.412	-9.538	0.945	-15.79	-8.357	
ENSG00000069206	2.83717848	-1.434584465	1.74E-12	1.25E-16	0.013	0.005625029	-0.573529412	0.162	-0.522	-0.446	-0.376	-104.218	-38.365	-31.041	-44.711	-15.611	
ENSG00000121060	58.21336064	1.91146963	0.135290442	0.373534461544326	0.48	0.027688341	-0.503427266	-0.061	0.263	-0.304	0.181	-101.816	-54.473	-29.786	-14.913	-16.932	0
ENSG00000115267	7.01764953999999	-2.436560425	6.00E-26	6.83E-26	0.008			-0.222	0.049	0.051	-0.182	-151.43	-68.04	-23.808	-38.345	-19.157	1
ENSG00000172365	27.7995301499999	-2.540753549	0.00563537	4.45E-08	0.24	0.018075335	-1					-36.999	-29.057	-13.484	-19.813	-7.811	
ENSG00000108602	4.53587133	0.398159322	1.33E-12	8.42E-13	0.687	0.002113263	-0.512663085	-0.029	0.139	-0.137	0.152	-89.061	-43.971	-12.332	-49.32	-9.791	0
ENSG00000197933	65.81531233	1.534055072	2.09E-06	6.18E-08	0.249	0.011234219	-0.527932961	-0.28	-0.037	0.099	-0.084	-8.442	-27.752	-6.955	-10.678	-3.765	
ENSG00000162976	21.43846756	0.073930758	6.75E-07	1.01E-07	0.382	0.001284296	-0.553805774	0.016	-0.094	-0.151	0.065	-52.829	-25.714	-13.298	-15.907	-10.327	
ENSG00000135318	23.88410337	0.068866367	2.34E-06	9.58E-09	0.488	0.006299504	-0.44	0.037	0.581	0.145	0.256	-118.6	-34.654	-33.159	-42.681	-18.55	0
ENSG00000143933	46.37070056	2.789654032	0.856387219	0.644839517232342	0.876	0.21192476	-0.329577465	-0.048	0.084	0.096	-0.008						
ENSG00000206052	74.39913258	1.151120145	0.458839967	0.113366882608838	0.692	0.031864609	-0.500572738	-0.059	-0.207	-0.384	-0.386	-65.683	-71.993	-21.83	-17.636	-13.979	
ENSG00000081985	15.4870188499999	-0.295184645	4.51E-06	2.25E-05	0.261	0.009831721	-0.494464945	-0.386	-0.194	-0.485	-0.369	-142.468	-82.492	-31.486	-49.101	-21.751	0
ENSG00000170871	93.867839287	0.161055279	0.994720896	0.999902310648351	0.953	0.117131256	-0.458355438	0.008	-0.451	-0.13	-0.239	-81.164	-47.579	-19.731	-43.136	-15.869	
ENSG00000175066	85.3502801	1.8922536	0.519887601	0.407690054660903	0.548999999999999	0.031857318	-0.52173913	-0.146	0.075	-0.219	0.01	-74.835	-8.323	-29.589	-19.582	-18.646	
ENSG00000167005	58.62297452	3.955780866	0.947296446	0.89239663908994		0.287596737	-0.084317032	2.295	2.929	2.047	2.178	83.214	35.836	37.98	58.372	26.034	
ENSG00000114742	92.494428047	2.822758477	0.999805648	0.999966899934175	0.806999999999999	0.145272125	-0.362637363	-0.064	1.047	0.035	0.183	-19.698	-67.793	-12.075	12.269	-6.272	1
ENSG00000105197	55.88217577	1.166423649	0.442656937	1.21E-04	0.806999999999999	0.019184576	-0.298311445	0.569	0.7	0.968	0.252	213.271	12.936	42.072	58.81	22.282	1
ENSG00000071553	76.33136095	0.54725293	0.827633657		0.9658	0.003881426	-0.137809187	1.782	2.263	4.309	2.606	69.914	-2.083	-11.959	-42.468	14.936	1
ENSG00000214215	22.25167159	-1.418408884	5.22E-04	1.66E-04	0.599	5.96E-04	-0.6	0.265	0.538	-0.247	0.246	-103.738	-49.729	-32.831	-33.765	-19.364	
ENSG00000101222	24.5527377899999	1.312708909	1.89E-04	0.018103902009054	0.361	0.013842446	-0.472727273	0.112	0.214	-0.097	0.028	-72.764	-36.048	-9.264	-26.24	-17.895	1
ENSG00000178409	98.114571411	2.845655084	0.498328913	0.949459886448627	0.952	0.080301844		-0.274	-0.152	0.031	0.085	-84.59	-37.767	-29.503	-40.207	-9.837	
