	RVIS	missense-Z	pLi	Phi	LofTool	s_het	Blomen KBM7	Wang KBM7	Wang K562	Wang Jiyoye	Wang Raji	Hart HCT116	Hart HeLa	Hart GBM	Hart RPE1	Hart DLD1	Dickinson_EG
ENSG00000242515	30.10059635	-1.868383962	1.09E-11	3.67E-17	0.031			-0.239	-0.333	-0.109	-0.151						
ENSG00000156206	70.02590205	0.03815547	0.835174204	0.132587366093725	0.622	0.105157626	-0.476190476	0.029	-0.106	0.073	0.048	-140.456	-57.829	-31.667	-52.103	-17.887	
ENSG00000124171	65.89362087	0.839093743	0.807577375	0.166052756053705	0.677	0.242304484	-0.491891892	-0.294	-0.592	-0.101	0.004	-58.801	-26.703	14.728	-6.131	-8.786	
ENSG00000167536	25.9080778299999	0.822802851	2.34E-04	8.02E-09	0.657999999999999	0.005301464	-0.553497942	-0.003	0.019	0.042	-0.044	-85.71	-38.657	-10.38	-22.179	-12.375	
ENSG00000173457	43.53954581	1.702234427	0.709204424	0.242616287067818	0.63	0.186916915	-0.544293695	0.645	1.143	0.825	0.56	-6.277	-15.92				
ENSG00000137819	58.58683212	0.177689245	0.153782977	8.02E-04	0.277	0.005651895		0.486	-0.062	-0.046	0.067	-61.216	-11.853	-15.09	-42.691	-8.493	
ENSG00000171201	37.24474429	-1.083071109	0.536532375	0.022086254772069	0.484	0.140773215	-0.4	0.436	0.803	0.424	0.409	-0.612	-8.279	-5.439	-1.48	-4.323	
ENSG00000170027	76.0014457	4.005056617	0.937613569	0.973633336153415		0.317627177	-0.496949153	0.11	-0.029	0.611	0.598	0.059	10.174	7.387	-14.373	-3.107	0
ENSG00000276023	65.10451178	1.589065776	0.773652009	0.640834471482684		0.246800428		0.041	0.041	0.117	0.398	1.346	-19.576	-5.452	-16.053	-1.702	
ENSG00000172938	6.9754834	-0.009171348	4.05E-04	4.54E-06	0.383	0.002177785		0.511	0.917	-0.19	0.378	-46.015	-16.512	-21.56	-38.955	-5.638	0
ENSG00000112759	76.51346304	0.631711492	0.964281535	0.003055846811791	0.487	0.105167771	-0.489755122	0.172	0.748	0.046	0.046	-53.859	-31.789	-24.341	-36.385	-13.218	0
ENSG00000243232	84.25998434	2.61915731	0.916966112	0.999822419122326	0.825	0.075971441		0.115	0.419	-0.471	0.082						0
ENSG00000143815	24.46238178	-0.606886439	0.997025227	0.999692702174484	0.9776	0.072436996	-0.470175439	0.146	0.657	0.038	0.015	-58.231	-39.452	-5.113	-25.619	-10.619	1
ENSG00000105063	45.78639841	-0.354362025	0.997854506	0.715874710309599		0.109647916	-0.514336918	-0.178	0.017	-0.023	-0.547	-149.843	-56.186	-20.235	-47.731	-18.764	
ENSG00000110876	4.80091561	-0.444968691	0.004954425	0.003019622061945	0.215999999999999	0.006140236	-0.530612245	-0.271	-0.046	-0.188	-0.439	-72.048	-33.098	-9.297	-21.876	-11.823	0
ENSG00000131269	13.46153846	2.715132267	0.995047823		0.9439		-0.065162907	1.775	2.344	2.639	0.868	290.55	106.539	15.461	50.067	27.487	1
ENSG00000135686	96.644780435	2.371375748	0.939925902	0.970370161688426	0.9046	0.119698558	-0.572864322	0.121	0.715	0.09	0.267	-96.583	-39.97	16.124	2.37	-4.756	
ENSG00000043039	25.6550810199999	0.302934028	0.123464488	0.001259584148576	0.648	0.005077721	-0.44	-0.038	-0.049	0.177	0.206	-100.181	-94.305	-29.11	-56.792	-19.678	1
ENSG00000168917	46.95500271	-0.289980755	0.066395336	2.09E-04		0.010878864	-0.502829426	-0.194	-0.693	0.057	-0.246	-58.412	-42.953	-15.529	-25.611	-11.121	
ENSG00000140848	80.44696103	1.73661918	0.54400307	0.230597773997696	0.651	0.042414757	-0.532330827	-0.108	0.473	0.121	-0.081	-128.922	-20.053	-29.52	-28.472	-0.145	
ENSG00000111913	33.96180953	0.925916706	0.971310089	0.999932922175505	0.022	0.080244152	-0.49884881	0.144	0.045	-0.216	-0.322	-41.917	-53.654	-8.896	-34.29	-19.902	
ENSG00000140470	70.3933498	-0.931083609	3.83E-11	1.78E-05	0.486	0.014863611	-0.555819477	0.104	0.558	-0.233	-0.097	-134.723	-88.405	-15.253	-59.769	-23.751	
ENSG00000197603	24.57683272	-0.635127745	6.32E-19	1.37E-20	0.056			0.253	0.174	-0.053	0.125	-157.548	-18.319	-19.14	-54.456	-20.797	
ENSG00000164284	49.44882838	0.276419332	0.005754672	0.00702581540201	0.575	0.011145807	-0.505119454	-0.06	-0.234	-0.303	-0.331	-82.772	-52.228	-20.247	-16.554	-10.292	
ENSG00000105198	16.8062164899999	-0.101468596	6.78E-05	1.21E-04	0.247	0.006376245	-0.857142857	-0.195	-0.07	0.171	-0.106	-38.133	-34.14	-2.604	-10.089	-3.558	
ENSG00000254986	55.62315523	0.633842155	4.36E-09	1.89E-05	0.132	0.008157012	-0.510683761	0.261	1.053	-0.113	-0.174	-43.022	-1.94	-3.996	-7.39	0.958	
ENSG00000167825	22.98656707	-1.732484163	0.237661332	3.66E-07	0.27	0.051501859						-70.938	-35.148	-13.223	-17.323	-10.17	
ENSG00000095203	82.21793868	1.170714862	0.999700027	0.999954403859735	0.9699	0.107362007	-0.496222975	0.087	0.151	-0.167	0.068	-79.904	-76.838	-31.068	-54.986	-13.314	0
ENSG00000185087	3.96964038	-1.364622025	0.001356899	8.58E-04	0.165	0.005760605		0.019	-0.245	-0.25	-0.018	-48.707	-41.628	-9.426	-28.042	-3.296	
ENSG00000121274	66.84537076	3.085273819	0.998506441	0.995811562326437	0.892	0.351979381	-0.543143573	1.376	1.176	1.581	0.512	-87.081	-78.371	-7.643	-27.863	10.873	
ENSG00000119042	94.705138245	4.747790111	0.999563007	0.999934015944815	0.966	0.354525683	-0.458405172	-0.018	0.926	-0.111	0.15	-44.802	-67.353	-15.731	-38.739	2.015	1
ENSG00000109919	33.7750737899999	0.186464319	0.166788403	0.703950834041932	0.568	0.025474163	-0.367049808	0.984	1.296	0.458	-0.129	-56.198	4.303	0.048	-22.494	14.595	1
ENSG00000125703	23.68532016	-2.200924603	3.33E-09	3.59E-15	0.424	0.003298324	-0.515947467	-0.011	-0.178	0.031	-0.033	-14.956	-5.17	-6.11	-10.507	-0.414	0
ENSG00000165671	99.09041624	2.384003367	0.999999999	1	0.99814	0.236632354	-0.560006907	0.188	-0.069	-0.223	-0.685	-135.586	-33.776	-13.498	-25.526	-9.662	1
ENSG00000198445	4.83705801	-0.08703783	0.001833343	3.13E-09	0.213999999999999			0.006	1.9	-0.235	0.055	-12.341	-3.995	-3.628	-10.544	-0.79	
ENSG00000132507	45.05150292	2.747709287	0.890876904	0.400822535626809	0.714	0.236922508	-0.108433735	2.079	2.384	2.106	1.524	-39.612	-13.67	-12.758	-21.495	-8.198	
ENSG00000162076	58.13505211	-0.106418649	0.58053708	2.26E-04	0.727	0.148467653	-0.473231358	-0.279	-0.18	-0.185	-0.322	-115.433	-3.511	-17.405	-4.547	-14.185	
ENSG00000125977	50.26805614	2.841828503	0.863603165	0.873470557071837	0.572	0.064809819	-0.06718925	2.056	3.222	2.147	1.914						1
ENSG00000066322	57.42425155	2.088779908	0.22341453	0.54842047939246	0.586	0.00547325	-0.553219448	0.437	0.694	0.271	0.759	-36.388	9.923	-30.809	-9.293	-17.614	1
ENSG00000100532	45.50328293	-0.524659692	0.005226927	2.09E-04	0.354	0.014074301	-0.474489796	-0.168	-0.476	0.1	-0.138	-72.347	-27.407	-24.425	-41.641	-14.422	
ENSG00000131409	93.018492862	5.756326531	0.297156811		0.9472			-0.049	0.656	-0.182	-0.046	-43.17	-52.94	-8.337	-19.281	-6.469	
ENSG00000165240	18.93491124	0.562645202	0.999634377		0.9803	0.142160927	-0.483146067	-0.162	0.133	0.797	-0.18	-132.465	-59.774	-25.355	-32.147	-22.035	1
ENSG00000147223	29.5857988199999	-0.652102718	0.007805819		0.476	0.003424479	0	-0.237	-0.319	-0.328	-0.339	-151.631	-65.677	-29.116	-23.218	-13.085	0
ENSG00000114125	49.27414011	1.689345494	0.014527327	0.010672655203782	0.378	0.01170001	-0.569331158	0.001	0.088	-0.207	0.076	-19.33	-3.33	-10.59	-6.324	-2.482	1
ENSG00000092345	51.57520631	0.261080582	0.961607976	0.983638699358758	0.824	0.114298953	-0.571570577	-0.283	0.111	0.002	-0.017	-39.514	-11.978	-2.219	-19.732	-7.922	0
ENSG00000105135	33.54014818	1.088544187	1.14E-05	7.92E-06	0.284	0.008553125	-0.484939759	-0.033	0.361	-0.05	-0.046	-78.881	-70.846	-17.143	-3.539	3.98	
ENSG00000141378	63.28534426	-0.487560926	0.336972394	0.033459832214468	0.736	0.062319968	-0.448948179	0.482	0.613	0.035	0.126	-17.524	-18.663	2.431	-12.51	13.212	1
ENSG00000166197	67.51400518	-1.568724521	0.246823454	0.056094608085978	0.25	0.038493519	-0.160883281	0.571	1.446	0.371	0.23	-7.481	-18.744	25.924	54.666	13.498	
ENSG00000100385	26.45021384	-0.709333967	0.986756576	0.706659356531084	0.888	0.004047632	-0.565217391	0.182	0.571	0.275	0.242	-58.815	-6.617	-30.297	-14.544	-9.455	0
ENSG00000186001	37.3351003	-0.564575934	1.20E-08	1.28E-07	0.158	0.007261424	-0.527352298	0.084	0.405	-0.029	-0.138	-92.458	-50.035	-21.228	-12.559	-19.327	
ENSG00000080603	99.771098127	2.229441433	0.999999997		0.99421	0.082309396	-0.281282316	1.554	1.721	1.512	0.921	42.618	11.17	14.624	15.887	15.365	
ENSG00000116396	61.02644419	4.213284461	5.34E-04	1.61E-04	0.9467	0.014185397	-0.581395349	0.276	1.135	0.367	0.404	-123.932	-48.135	-27.53	-40.408	-18.153	
ENSG00000110848	40.69634359	-0.888415729	0.018883358	0.001805254828023	0.276	0.028253428	-0.50940919	-0.114	-0.425	-0.402	0.214	-38.218	-47.467	4.334	-7.322	-8.37	0
ENSG00000187244	2.71068008	0.384054347	0.036851184	0.002548948168739	0.325999999999999	0.020611042	-0.562659847	0.766	1.887	0.575	0.627	-54.083	-14.507	-20.176	-28.993	-9.971	0
ENSG00000173338	65.97795314	-1.477875785	6.43E-06	8.49E-09		0.003181541	-0.692307692	0.336	0.83	0.063	0.302	-85.274	-31.646	-9.003	-15.967	-15.761	0
ENSG00000239590	30.0283115499999	-1.178091157	0.240446421	3.85E-04	0.319999999999999	0.004586801						-73.546	-39.533	-15.433	-20.156	-10.125	
ENSG00000154654	79.95903861	1.275378545	0.922157338	0.998803797423321	0.622	0.051711048	-0.516590761	-0.003	-0.136	-0.038	-0.151	-131.486	-85.954	-35.415	-43.513	-23.754	0
ENSG00000203880	62.83356424	2.030220539	0.012329763	0.016212312947627	0.253	0.012969961	-0.553249097	0.087	-0.048	-0.032	-0.107	-32.834	-6.802	-17.586	-24.993	-21.604	
ENSG00000145088	39.76868863	-0.412845068	6.81E-04	0.002582336817435	0.566	0.003212305	-0.510729614	0.002	-0.304	0.191	-0.025	-59.912	-17.66	-20.594	-31.417	-10.014	0
ENSG00000169594	94.867779049	0.487805767	0.886168665	0.999676692641343	0.9741	0.144660261	-0.561586639	0.352	0.109	-0.077	-0.051	-116.174	-43.927	-31.697	-55.628	-21.797	0
ENSG00000095397	1.95771338999999	1.19794282	0.011088497	0.002178541245855	0.340999999999999	0.013688081	-0.513692946	0.767	0.844	0.389	0.286	-68.535	-46.467	-28.572	-19.628	-10.59	0
ENSG00000180919	43.84675622	-2.269959646	1.19E-05	9.22E-12	0.168	0.006272359						-78.453	-29.659	-13.762	-17.458	-7.43	
ENSG00000132003	92.590807783	3.778975911	0.165803304	0.119340742347387	0.588	0.006142427	-0.538381743	0.203	0.563	0.202	0.473	-101.637	-74.688	-30.933	-45.333	-17.298	
ENSG00000130758	90.0006023729999	4.269673128	0.792721034	0.953496143065291	0.824	0.057878726	-0.529761905	0.054	0.322	-0.132	0.045	-126.31	-48.911	-19.957	-38.646	-9.375	0
ENSG00000187961	95.156918258	0.575586311	2.52E-07		0.614	0.013762146	-0.517777778	0.236	0.736	0.197	0.118	-104.392	-44.293	-26.332	-13.286	-13.753	
ENSG00000061987	94.801517981	1.716416711	0.982708263	0.999220576190124	0.348	0.049848603	-0.5146948	0.891	0.893	-0.124	0.173	-111.026	17.495	15.01	-36.817	-4.63	
ENSG00000117151	8.33684718	0.354194317	2.01E-07	4.82E-07	0.095	0.010522379	-0.541484716	0.002	-0.817	-0.146	-0.401	-41.02	-16.695	-15.736	0.144	-9	0
ENSG00000111962	50.16565267	1.123725732	0.984203295	0.8238889361772	0.817	0.218318899	-0.493666216	0.048	-0.097	-0.332	0.263	-111.306	-71.468	3.34	19.459	-4.596	
ENSG00000206402	12.31251129	0.459491682	0.542857604	0.01332037613954	0.447999999999999	0.03448068		-0.039	0.274	-0.079	-0.181	-96.903	-11.517	-15.45	-21.269	-8.008	
ENSG00000151150	99.927715198	1.805566793	1	1	0.798	0.186357005	-0.50487628	-0.01	0.577	-0.216	0.053	-154.845	-30.045	-33.12	-43.011	-11.642	1
ENSG00000128510	14.3063670899999	-0.35595801	3.55E-07	1.25E-15	0.024		-0.467741935	-0.14	0.163	-0.336	0.042	-83.327	-66.873	-21.663	-38.785	-14.896	
ENSG00000104774	9.13800372999999	2.477203398	1.56E-12	3.88E-12	0.81	0.007436514	-0.541795666	-0.032	0.626	0.014	0.611	-96.846	-51.741	-10.939	-42.487	-13.122	0
ENSG00000166261	86.32612493	1.364487902	0.138743298	0.873255185590476	0.661999999999999	0.038454146	-0.486352357	0.269	0.24	0.276	0.2	-127.677	-66.017	-32.873	-16.712	-18.177	0
ENSG00000168906	77.45316547	3.732856305	0.733230032	0.95154040855415	0.857	0.104537348	-0.046610169	1.894	3.472	2.847	1.147	138.885	62.281	-2.025	23.72	28.475	1
ENSG00000091482	39.05325444	-0.27200551	0.593774442		0.579	0.006161336	-0.491666667	-0.319	-0.317	-0.036	-0.003	-16.184	-13.16	-5.575	-9.725	-4.218	0
ENSG00000174957	18.04108186	-2.696998331	1.25E-04	7.20E-05	0.429	0.003620961						-30.878	0.436	-12.814	-0.671	-1.202	
ENSG00000110887	27.85976748	-0.048669948	9.26E-15	3.92E-09	0.438999999999999	0.00207425	-0.509433962	0.153	0.545	0.072	-0.034	-119.738	-32.65	-30.511	-23.171	-8.004	
ENSG00000126233	27.49231974	0.283266534	0.328314103	0.008427027317381	0.707	0.021972995	-1	0.036	-0.089	0.129	0.098	-12.005	14.043	-17.223	11.374	-7.627	0
ENSG00000108773	94.614782242	4.785834557	0.40833206	0.834708095221664	0.456999999999999	0.040324483	-0.551724138	1.557	0.424	0.039	0.142	-21.039	23.943	12.394	28.698	-7.648	1
ENSG00000163530	69.36329137	-0.454244224	7.76E-08	4.72E-06	0.238	0.007039545	-0.52739726	-0.133	-0.146	-0.108	0.055	-36.399	-8.893	-4.834	-9.404	-2.654	
ENSG00000019505	77.62183001	0.411754535	0.220165779		0.587	0.025559826	-0.471910112	0.135	0.222	-0.159	0.299	-104.566	-27.947	-35.068	-43.174	-19.17	
ENSG00000169136	22.27576652	-1.564651141	0.02266778	6.52E-07	0.303		-0.456953642	-0.35	-0.193	-0.158	0.01	-105.516	-69.723	-26.869	-19.958	-5.262	1
ENSG00000143624	98.204927414	5.185976239	0.999997023	0.999673462622801	0.825	0.117818234	-0.395017794	2.83	4.53	2.553	2.635	114.581	83.602	17.34	68.994	36.835	
ENSG00000198755	71.5980965	2.601436812	0.302378831	0.045204858221307		0.086400003	-0.108108108	2.118	2.71	1.959	1.794	43.409	26.968	15.935	-2.001	2.195	
ENSG00000110318	5.13824468	-0.601846654	6.77E-13	3.75E-17	0.042	0.0054385	-0.495066495	0.062	0.405	0.137	0.389	-73.087	-49.411	-24.124	-40.358	-17.159	
ENSG00000171700	72.00168665	1.474356275	0.879309173	0.173972650967377	0.883	0.252003062	-0.57545045	-0.186	-0.334	0.201	-0.233	-120.837	-20.841	-18.383	-28.462	-16.732	
ENSG00000165606	51.2137823	0.055263701	0.25232287		0.772	0.035265502	-0.454545455	0.196	1.758	0.582	0.9	-96.155	-7.303	-32.351	-32.497	-11.292	1
ENSG00000140481	18.2760074699999	-0.905138512	8.63E-09	7.57E-10	0.059	0.003608266	-0.494682802	1.112	-0.258	0.221	-0.056	-116.367	-29.114	-27.556	-36.613	-12.612	0
ENSG00000127578	7.89109089999999	-0.489364445	4.90E-08	1.37E-10			-0.4	-0.173	-0.206	-0.232	0.084	-117.7	-80.443	-28.352	-31.576	-21.277	0
ENSG00000196578	22.33600386	-2.059967349	5.96E-05	8.00E-07	0.3							-34.577	-28.405				
ENSG00000102743	20.6493584699999	-0.37146043	0.00124732	1.85E-04	0.506	0.024437134	-0.572127139	-0.052	-0.305	-0.038	-0.019	-16.289	-17.578	-11.958	-39.786	-9.095	
ENSG00000262573	21.5830371699999	2.273180828	0.238025346	0.803722982444392	0.159	0.002222918		0.489	0.623	0.775	0.665						
ENSG00000161849	1.38545870999999	-1.992984206	9.43E-07	7.71E-10	0.800999999999999	0.002177722	0	0.365	0.605	0.14	0.027	-120.319	-67.206	-19.644	-35.835	-9.668	
ENSG00000124733	34.14854527	-0.47310433	0.043401233	2.45E-08	0.191999999999999	0.009671875	-0.490740741	0.739	0.959	0.443	0.218	17.774	16.34	-11.647	-24.92	-15.718	
ENSG00000196368	66.2721893499999	3.062759041	0.699091255		0.806999999999999	0.212313478	-0.523972603	0.483	0.05	-0.039	-0.203						
ENSG00000120341	0.644539489999999	-1.889549838	4.44E-13	5.91E-16	0.144	0.004370242	-0.534482759	-0.179	-0.067	-0.205	-0.031	-103.389	-49.486	-14.869	-17.258	-19.535	0
ENSG00000091428	89.3922052899999	1.545228061	0.95722585	0.95264047470318	0.417	0.025038424	-0.496032117	-0.117	0.614	-0.069	-0.245	-94.396	-38.084	-16.435	-42.442	-8.133	0
ENSG00000198898	35.65447865	2.071080767	0.986605821	0.97061047027465		0.212542952	-0.489374262	0.197	0.108	-0.026	-0.128	7.455	-0.726				
ENSG00000174407	26.5345461099999	-0.496551464	1.10E-04	5.15E-06	0.433	0.003206652	-0.563451777	-0.077	0.374	-0.023	0.144	-104.45	-10.882	-11.963	-45.268	-5.184	
ENSG00000179695	21.0409011499999	-3.196119972	0.65829342	1.20E-05	0.314999999999999	0.205606998						-29.801	-9.448	-14.069	-19.313	-6.576	
ENSG00000150045	49.44882838	-0.444472294	0.00436476	1.06E-05		0.008545306	-0.528735632	-0.413	-0.402	-0.186	-0.312	-29.763	-20.093	-6.172	-10.016	-3.934	
ENSG00000183640	38.97957954	0.477998751	0.020512482	0.020836956174103	0.436	0.02726948		-0.249	-0.113	-0.087	-0.146	-69.47	-13.544	-11.796	-19.614	-5.995	
ENSG00000166133	33.7630263199999	0.581494309	1.05E-04	2.47E-09	0.274	0.013523639	-0.493975904	0.079	-0.24	-0.007	0.044	-17.644	-21.537	-20.701	-37.063	2.831	
ENSG00000100591	59.20727667	2.105497048	0.938521221	0.930439493808815	0.85	0.10151284	-0.486149584	0.147	0.135	-0.388	0.382	-4.746	-56.139	-38.037	-23.496	-8.425	
ENSG00000128298	45.4611168	0.357727754	1.00E-04	2.74E-07	0.602	0.007409235	-0.5	-0.018	0.031	0.067	-0.076	-80.912	-29.253	-18.877	-28.818	-5.033	0
ENSG00000176422	48.37660382	0.943373742	5.89E-04	1.30E-06	0.388	0.011208512		0.245	0.486	-0.195	0.155	12.858	-44.653	-23.474	-16.281	-14.274	
ENSG00000138083	46.83452804	3.951476994	0.348879194	0.816555554491544	0.9188		-0.468298109	0.387	0.084	-0.055	-0.085	-115.829	-66.004	-20.175	-13.665	-13.302	1
ENSG00000171861	71.4715981	-0.206728553	1.82E-07	2.07E-12	0.091	0.006651743	-0.385714286	0.428	-0.115	0.606	0.279	34.316	-55.12	-0.801	-36.874	7.199	1
ENSG00000127314	52.84019035	3.149789557	0.936825076	0.568664841875277	0.507	0.281323301	-0.55071249	0.007	0.615	0.218	0.594						1
ENSG00000121101	48.41876995	-1.955805899	6.67E-23	1.05E-28	0.64		-0.523789204	0.142	0.521	0.082	-0.16	-56.901	-79.947	-21.153	-48.395	-13.71	0
ENSG00000187272	20.02289019	0.198394685	0.043754126	0.086647393387278	0.521	0.019279855		-0.13	-0.239	0.429	0.263						
ENSG00000131732	13.9630142799999	-0.341938868	0.007473948	0.001256343842526	0.064	0.020331607	-0.044736842	0.647	0.577	0.938	0.572	16.41	20.403	23.919	45.447	13.955	
ENSG00000126249	57.18932594	-0.416607243	4.99E-05	5.34E-08	0.618	0.011558348	-0.460747664	0.456	0.972	0.35	0.407	-27.756	-61.587	-11.996	13.397	-5.764	
ENSG00000111752	74.23649178	4.012796685	0.997152365		0.605	0.125872338	-0.646387833	-0.215	0.367	-0.068	-0.122	-6.514	-7.205	-2.214	-4.708	-3.953	1
ENSG00000240849	51.57520631	2.302510559	0.005185006	0.140850694958009	0.409	0.021407756	-0.475783476	0.746	1.339	0.121	0.771	-154.463	-29.883	-26.013	-49.921	-7.227	0
ENSG00000114204	31.5523161299999	-0.071068363	2.00E-10	6.88E-14	0.569	0.003745586		-0.264	-0.48	-0.202	-0.356	-65.046	-78.59	-15.35	-23.518	-11.1	
ENSG00000162642	57.67122463	0.277841662	0.359076552	0.102427559739664	0.836	0.047626686	-0.484018265	-0.013	-0.087	0.023	-0.068	-41.12	-11.226	-17.294	-5.446	-18.108	
ENSG00000129625	56.33395579	-0.082823394	0.062887596	0.810069051678387	0.373	0.02234097	-0.516348774	-0.185	-0.142	-0.307	-0.21	-56.782	-40.14	-17.871	-38.082	-15.471	
ENSG00000134627	46.29239202	1.030088948	7.41E-06	6.05E-09	0.210999999999999	0.00970315	-0.495238095	0.094	0.027	-0.152	-0.152	-129.405	-44.627	-18.278	-19.775	-15.795	0
ENSG00000132470	61.17703753	1.979066691	1.05E-11	6.55E-05	0.9137	0.014119761	-0.507057546	0.211	0.48	0.022	-0.23	-73.325	-66.35	-17.272	-29.095	-10.981	1
ENSG00000185344	68.60430095	-0.01425998	4.74E-06	4.26E-11	0.839	0.021451209	-0.534466478	0.528	1.433	2.328	0.178	-105.975	-33.426	-19.607	-42.07	-13.187	
ENSG00000143061	38.93138968	3.654861829	0.987084919	0.996573265835234	0.498	0.050078243	-0.508896797	0.44	1.603	0.211	0.733	-15.796	20.726	2.69	-15.775	-18.596	
ENSG00000118257	72.86308054	1.222727789	0.00171165	1.22E-05	0.9753	0.020777784	-0.496990542	0.291	0.687	0.423	-0.192	-133.36	-94.44	-23.269	-51.4	-15.327	1
ENSG00000145495	95.952051081	3.92972226	0.999995976	0.999993198490099	0.793	0.200719945	-0.46031746	-0.318	0.394	-0.32	0.376						
ENSG00000242247	5.24064814999999	-0.628296655	2.28E-06	7.85E-09	0.051	0.008561621	-0.528619529	-0.052	0.068	-0.282	-0.435	-101.015	-76.185	-24.504	-55.022	-19.296	
ENSG00000156587	28.73320884	0.54561987	0.01401033	0.001218666419757	0.502	0.003697945	-0.543032787	-0.158	0.596	-0.029	-0.374	-54.102	-20.324	-3.139	-25.897	-12.807	
ENSG00000163947	47.07547738	2.013470125	0.991271358	0.381408784807408	0.517	0.054802369	-0.509696459	0.072	-0.179	-0.231	-0.432	-77.64	-36.536	-33.159	-55.02	-17.94	
ENSG00000177627	18.0651768	-0.567385826	0.004167354	4.04E-07		0.006331282		-0.15	-0.126	-0.066	-0.104	-70.282	-15.533	-13.263	-16.064	-6.705	
ENSG00000214655	99.325341847	5.528097124	0.999999921			0.072759308		0.762	0.978	0.675	0.57	-41.71	-22.195	7.009	21.188	-0.557	
ENSG00000108654	90.163243178	2.606227882	0.997454099	0.996697352814152	0.689	0.346351603	-0.440870388	0.643	0.348	-0.015	0.334	119.339	102.875	2.893	56.28	3.097	1
ENSG00000164100	91.596891754	2.058935789	0.020116746	0.00769344439922	0.433	0.02524044	-0.520920502	-0.084	-0.411	-0.141	-0.25	-122.112	-70.035	-28.972	-53.294	-17.354	0
ENSG00000050730	31.5523161299999	0.265028625	0.324695186	0.008495328491731	0.523	0.040836189	-0.516853933	-0.359	-0.377	-0.334	-0.322	-145.051	-73.164	-20.678	-52.376	-16.06	
ENSG00000085644	76.82067345	2.144531667	1.12E-04	2.01E-05	0.357	0.010773841	-0.532163743	0.191	0.479	0.026	0.242	-34.578	-38.035	-4.807	-9.177	-0.09	
ENSG00000277363	48.88862117	4.427890505	0.99550429	0.999999084780038		0.131528311		0.176	0.174	0.611	0.337	-96.084	-36.465	-17.588	-16.476	-16.423	
ENSG00000158615	70.54394314	-0.716084749	0.161223928	0.046235478766154	0.651	0.041515441	-0.271375465	1.656	0.461	1.645	0.928	261.904	131.078	21.485	5.954	4.121	1
ENSG00000123119	59.16511054	0.873897749	0.377811814	0.079215891168776	0.5		-0.49970964	0.12	0.125	-0.272	-0.214	-73.401	-45.196	-9.741	-42.732	-16.602	
ENSG00000052841	95.578579604	0.380003867	0.999727594	0.99998835564641	0.773	0.133288938	-0.482689747	0.228	-0.006	-0.148	0.013	-118.661	-64.53	-23.715	-33.318	-18.471	
ENSG00000086102	83.72989579	0.264795266	0.386441239	0.005271494577855	0.206999999999999	0.026827681	-0.45375	0.27	0.35	0.194	-0.306	-52.482	-43.177	-25.302	-25.985	12.963	
ENSG00000166167	35.48581411	2.34586408	0.863167824	0.072642654222967	0.451999999999999	0.078644329	-0.503418188	0.094	-0.014	-0.521	-0.349	-72.151	-14.633	-16.695	11.64	-15.302	0
ENSG00000114353	68.32118547	3.791218213	0.86116029	0.880013712730303	0.9801	0.096030572	-0.48212824	0.149	0.076	-0.236	0.091	-109.309	-45.676	6.822	31.633	-14.614	1
ENSG00000261456	6.18637431	4.552936517	0.266953543	1.08E-04		0.015535263		1.195	1.788	0.58	0.821	-14.254	-10.158				
ENSG00000114480	14.95693031	-1.833458808	1.18E-13	2.24E-08	0.884		-0.490266393	0.251	-0.349	-0.166	-0.241	-107.013	-36.297	-16.793	-34.976	-14.216	1
ENSG00000254737	7.31883621	1.373776366	0.216924072	0.281802509538149	0.546	0.046450282											
ENSG00000188487	4.95150895	-0.845336668	1.34E-09	1.12E-12	0.071	0.003024111	-0.505050505	-0.281	0.005	-0.29	-0.43	-81.387	-50.603	-18.859	-6.452	-17.1	
ENSG00000183486	70.38130233	0.550290443	7.01E-08	6.52E-10	0.74	0.006108982	-0.571428571	-0.116	-0.048	0.259	0.14	-116.64	-95.188	-34.932	-59.01	-12.368	0
ENSG00000137720	27.6609842799999	-0.233412496	7.81E-07	5.99E-12	0.202999999999999	0.002072625	-0.473415878	-0.241	-0.771	-0.109	-0.398	-73.151	-47.262	-18.491	-21.94	-10.307	
ENSG00000112304	29.5162942	0.254939975	3.43E-05	4.18E-09	0.373	0.005485414	-0.496277916	-0.332	-0.449	-0.308	-0.365	-75.116	-58.204	-25.716	-39.31	-11.155	0
ENSG00000100644	94.42202277	1.464839343	0.980689532	0.998973418049092	0.567	0.093340412	-0.551855376	-0.379	-0.078	0	-0.958	-110.75	-43.258	-23.06	-3.722	-16.522	1
ENSG00000151789	70.49575327	0.028253237	0.724321867	0.828823212132958	0.623	0.061004275	-0.498455536	-0.379	-0.084	0.039	-0.097	-40.856	-31.343	-19.633	-50.551	-12.493	
ENSG00000156875	86.65140654	3.00049466	0.983243231	0.061230810407831	0.701	0.096262188	-0.486111111	0.171	0.166	0.382	0.149	-139.733	-75.005	-9.72	-29.001	-9.595	
ENSG00000106436	39.13017288	-0.441939936	0.00804655	5.97E-04	0.322999999999999	0.007263025	-0.487012987	0.044	-0.013	-0.158	-0.148	-143.314	-76.201	-18.071	-43.971	-12.965	
ENSG00000165609	60.06867056	0.546941143	0.009460687	0.223984204881208	0.396	0.0106777	-0.488262911	-0.239	0.148	0.304	-0.213	-40.975	-24.432	-12.881	-29.107	-6.017	
